date,time,hospital_id,hospital_name,emirate,hospital_type,day_of_week,is_weekend,is_public_holiday,month,day_of_year,temperature_C,humidity_pct,expected_visits,daily_ER_visits,critical_cases,prev_day_visits,ma_7,ma_14,dow_num,day_sin,day_cos,lag_1,lag_2,lag_3,lag_7,lag_14,is_holiday,days_since_hol,days_to_next_hol
2024-07-18,02:27:38,4,Dubai Hospital,Dubai,Public,Thursday,0,0,7,200,32.5,60.6,63.9,44,5,66,58.857142857142854,58.42857142857143,3,-0.2944616217868012,-0.9556633054034704,66.0,66.0,79.0,77.0,21.0,0,160,137
2024-07-19,12:05:24,4,Dubai Hospital,Dubai,Public,Friday,1,0,7,201,31.0,63.3,69.9,94,6,44,65.85714285714286,60.92857142857143,4,-0.3108569682435036,-0.9504567035349151,44.0,66.0,66.0,45.0,59.0,0,161,136
2024-07-20,20:04:41,4,Dubai Hospital,Dubai,Public,Saturday,1,0,7,202,34.2,45.6,73.1,85,7,94,72.57142857142857,63.0,5,-0.3271603271220951,-0.9449688462364056,94.0,44.0,66.0,38.0,56.0,0,162,135
2024-07-21,22:55:51,4,Dubai Hospital,Dubai,Public,Sunday,1,0,7,203,31.2,51.0,69.8,96,4,85,75.71428571428571,67.14285714285714,6,-0.34336687399638804,-0.939201357453208,85.0,94.0,44.0,74.0,38.0,0,163,134
2024-07-22,21:25:13,4,Dubai Hospital,Dubai,Public,Monday,0,0,7,204,32.6,50.9,63.6,60,2,96,73.0,68.07142857142857,0,-0.3594718130884232,-0.9331559438780432,96.0,85.0,94.0,79.0,47.0,0,164,133
2024-07-23,12:40:09,4,Dubai Hospital,Dubai,Public,Tuesday,0,0,7,205,30.1,47.6,61.1,115,11,60,80.0,71.64285714285714,1,-0.3754703786876202,-0.9268343944460494,60.0,96.0,85.0,66.0,65.0,0,165,132
2024-07-24,18:19:53,4,Dubai Hospital,Dubai,Public,Wednesday,0,0,7,206,31.6,55.8,62.5,21,2,115,73.57142857142857,68.57142857142857,2,-0.3913578365610259,-0.9202385798054075,115.0,60.0,96.0,66.0,64.0,0,166,131
2024-07-25,21:39:49,4,Dubai Hospital,Dubai,Public,Thursday,0,0,7,207,30.2,50.6,61.1,60,2,21,75.85714285714286,67.35714285714286,3,-0.4071294853542516,-0.9133704517637858,21.0,115.0,60.0,44.0,77.0,0,167,130
2024-07-26,01:32:10,4,Dubai Hospital,Dubai,Public,Friday,1,0,7,208,32.1,49.9,70.3,62,3,60,71.28571428571429,68.57142857142857,4,-0.4227806579826773,-0.9062320427107697,60.0,21.0,115.0,94.0,45.0,0,168,129
2024-07-27,13:13:12,4,Dubai Hospital,Dubai,Public,Saturday,1,0,7,209,31.4,42.8,69.5,18,0,62,61.714285714285715,67.14285714285714,5,-0.4383067230125192,-0.898825465016444,62.0,60.0,21.0,85.0,38.0,0,169,128
2024-07-28,22:07:33,4,Dubai Hospital,Dubai,Public,Sunday,1,0,7,210,29.6,57.4,67.5,42,2,18,54.0,64.85714285714286,6,-0.45370308603134424,-0.8911529104063088,18.0,62.0,60.0,96.0,74.0,0,170,127
2024-07-29,19:29:26,4,Dubai Hospital,Dubai,Public,Monday,0,0,7,211,32.1,49.7,62.6,69,3,42,55.285714285714285,64.14285714285714,0,-0.46896519100763184,-0.8832166493127127,42.0,18.0,62.0,60.0,79.0,0,171,126
2024-07-30,13:29:04,4,Dubai Hospital,Dubai,Public,Tuesday,0,0,7,212,33.3,47.5,63.6,48,1,69,45.714285714285715,62.857142857142854,1,-0.48408852163897587,-0.8750190302029955,69.0,42.0,18.0,115.0,66.0,0,172,125
2024-07-31,14:58:47,4,Dubai Hospital,Dubai,Public,Wednesday,0,0,7,213,33.4,60.1,63.6,59,11,48,51.142857142857146,62.357142857142854,2,-0.4990686026885319,-0.8665624788845385,48.0,69.0,42.0,21.0,66.0,0,173,124
2024-08-01,10:16:29,4,Dubai Hospital,Dubai,Public,Thursday,0,0,8,214,34.1,52.4,64.2,144,8,59,63.142857142857146,69.5,3,-0.5139010013093103,-0.8578494977869301,59.0,48.0,69.0,60.0,44.0,0,174,123
2024-08-02,11:18:18,4,Dubai Hospital,Dubai,Public,Friday,1,0,8,215,31.7,54.8,69.3,42,3,144,60.285714285714285,65.78571428571429,4,-0.5285813283559292,-0.8488826652214553,144.0,59.0,48.0,62.0,94.0,0,175,122
2024-08-03,13:10:31,4,Dubai Hospital,Dubai,Public,Saturday,1,0,8,216,33.2,47.5,70.7,18,0,42,60.285714285714285,61.0,5,-0.5431052396834317,-0.8396646346181327,42.0,144.0,59.0,18.0,85.0,0,176,121
2024-08-04,13:12:21,4,Dubai Hospital,Dubai,Public,Sunday,1,0,8,217,37.1,50.6,74.7,117,5,18,71.0,62.5,6,-0.5574684374327892,-0.8301981337405212,18.0,42.0,144.0,42.0,96.0,0,177,120
2024-08-05,11:49:50,4,Dubai Hospital,Dubai,Public,Monday,0,0,8,218,32.2,57.5,62.1,165,10,117,84.71428571428571,70.0,0,-0.5716666713027052,-0.8204859638785327,117.0,18.0,42.0,69.0,60.0,0,178,119
2024-08-06,10:35:04,4,Dubai Hospital,Dubai,Public,Tuesday,0,0,8,219,31.5,57.7,61.4,89,4,165,90.57142857142857,68.14285714285714,1,-0.5856957398073508,-0.8105309990194823,165.0,117.0,18.0,48.0,115.0,0,179,118
2024-08-07,21:51:35,4,Dubai Hospital,Dubai,Public,Wednesday,0,0,8,220,33.5,50.8,63.2,66,4,89,91.57142857142857,71.35714285714286,2,-0.5995514915196489,-0.8003361849976323,89.0,165.0,117.0,59.0,21.0,0,180,117
2024-08-08,10:02:08,4,Dubai Hospital,Dubai,Public,Thursday,0,0,8,221,34.4,62.3,63.9,16,2,66,73.28571428571429,68.21428571428571,3,-0.6132298262997502,-0.7899045386224707,66.0,89.0,165.0,144.0,60.0,0,181,116
2024-08-09,13:39:34,4,Dubai Hospital,Dubai,Public,Friday,1,0,8,222,35.0,57.4,72.0,70,11,16,77.28571428571429,68.78571428571429,4,-0.6267266965083301,-0.7792391467859886,16.0,66.0,89.0,42.0,62.0,0,182,115
2024-08-10,11:38:35,4,Dubai Hospital,Dubai,Public,Saturday,1,0,8,223,33.4,64.8,70.4,46,4,70,81.28571428571429,70.78571428571429,5,-0.6400381082043503,-0.7683431655492202,70.0,16.0,66.0,18.0,18.0,0,183,114
2024-08-11,21:37:00,4,Dubai Hospital,Dubai,Public,Sunday,1,0,8,224,33.1,52.0,70.0,70,7,46,74.57142857142857,72.78571428571429,6,-0.65316012232693,-0.7572198192083127,46.0,70.0,16.0,117.0,42.0,0,184,113
2024-08-12,10:19:41,4,Dubai Hospital,Dubai,Public,Monday,0,0,8,225,36.3,56.4,65.4,47,1,70,57.714285714285715,71.21428571428571,0,-0.666088855860977,-0.7458723993404063,70.0,46.0,70.0,165.0,69.0,0,185,112
2024-08-13,12:27:12,4,Dubai Hospital,Dubai,Public,Tuesday,0,0,8,226,34.2,59.4,63.3,166,4,47,68.71428571428571,79.64285714285714,1,-0.6788204829862355,-0.734304263829602,47.0,70.0,46.0,89.0,48.0,0,186,111
2024-08-14,12:57:51,4,Dubai Hospital,Dubai,Public,Wednesday,0,0,8,227,36.4,56.0,65.2,16,4,166,61.57142857142857,76.57142857142857,2,-0.6913512362094071,-0.722518835873311,166.0,47.0,70.0,66.0,59.0,0,187,110
2024-08-15,10:31:24,4,Dubai Hospital,Dubai,Public,Thursday,0,0,8,228,33.5,64.3,62.6,6,0,16,60.142857142857146,66.71428571428571,3,-0.7036774074790128,-0.7105196029692745,16.0,166.0,47.0,16.0,144.0,0,188,109
2024-08-16,10:21:11,4,Dubai Hospital,Dubai,Public,Friday,1,0,8,229,36.4,52.8,72.9,23,4,6,53.42857142857143,65.35714285714286,4,-0.7157953492826642,-0.6983101158835584,6.0,16.0,166.0,70.0,42.0,0,189,108
2024-08-17,18:56:41,4,Dubai Hospital,Dubai,Public,Saturday,1,0,8,230,33.8,62.6,70.2,142,13,23,67.14285714285714,74.21428571428571,5,-0.7277014757264236,-0.6858939875998223,23.0,6.0,16.0,46.0,18.0,0,190,107
2024-08-18,22:02:59,4,Dubai Hospital,Dubai,Public,Sunday,1,0,8,231,36.1,60.5,72.5,87,2,142,69.57142857142857,72.07142857142857,6,-0.7393922635959241,-0.673274892250183,142.0,23.0,6.0,70.0,117.0,0,191,106
2024-08-19,12:37:27,4,Dubai Hospital,Dubai,Public,Monday,0,0,8,232,35.8,59.9,64.4,94,8,87,76.28571428571429,67.0,0,-0.7508642533989489,-0.6604565640279754,87.0,142.0,23.0,47.0,165.0,0,192,105
2024-08-20,11:57:44,4,Dubai Hospital,Dubai,Public,Tuesday,0,0,8,233,40.4,57.6,68.5,79,6,94,63.857142857142854,66.28571428571429,1,-0.7621140503891487,-0.6474427960827475,94.0,87.0,142.0,166.0,89.0,0,193,104
2024-08-21,10:02:14,4,Dubai Hospital,Dubai,Public,Wednesday,0,0,8,234,37.0,59.3,65.4,71,3,79,71.71428571428571,66.64285714285714,2,-0.7731383255706026,-0.6342374393978054,79.0,94.0,87.0,16.0,66.0,0,194,103
2024-08-22,15:32:03,4,Dubai Hospital,Dubai,Public,Thursday,0,0,8,235,36.7,67.9,65.0,20,0,71,73.71428571428571,66.92857142857143,3,-0.7839338166829201,-0.620844401650647,71.0,79.0,94.0,6.0,16.0,0,195,102
2024-08-23,10:07:41,4,Dubai Hospital,Dubai,Public,Friday,1,0,8,236,33.6,60.8,69.6,87,5,20,82.85714285714286,68.14285714285714,4,-0.7944973291665992,-0.6072676460566135,20.0,71.0,79.0,23.0,70.0,0,196,101
2024-08-24,18:01:52,4,Dubai Hospital,Dubai,Public,Saturday,1,0,8,237,33.7,61.7,69.7,52,7,87,70.0,68.57142857142857,5,-0.8048257371083452,-0.593511190196115,87.0,20.0,71.0,142.0,46.0,0,197,100
2024-08-25,05:32:25,4,Dubai Hospital,Dubai,Public,Sunday,1,0,8,238,36.1,57.9,72.0,54,7,52,65.28571428571429,67.42857142857143,6,-0.8149159841660791,-0.5795791048257612,52.0,87.0,20.0,87.0,70.0,0,198,99
2024-08-26,18:00:11,4,Dubai Hospital,Dubai,Public,Monday,0,0,8,239,38.2,53.3,66.1,65,0,54,61.142857142857146,68.71428571428571,0,-0.8247650844733614,-0.5654755126737576,54.0,52.0,87.0,94.0,47.0,0,199,98
2024-08-27,13:55:43,4,Dubai Hospital,Dubai,Public,Tuesday,0,0,8,240,36.5,56.5,64.5,153,13,65,71.71428571428571,67.78571428571429,1,-0.8343701235229537,-0.5512045872199277,65.0,54.0,52.0,79.0,166.0,0,200,97
2024-08-28,10:09:03,4,Dubai Hospital,Dubai,Public,Wednesday,0,0,8,241,33.9,53.6,62.2,23,4,153,64.85714285714286,68.28571428571429,2,-0.8437282590292712,-0.5367705514607103,153.0,65.0,54.0,71.0,16.0,0,201,96
2024-08-29,06:05:32,4,Dubai Hospital,Dubai,Public,Thursday,0,0,8,242,32.8,52.0,61.1,25,1,23,65.57142857142857,69.64285714285714,3,-0.8528367217694595,-0.522177676659508,23.0,153.0,65.0,20.0,6.0,0,202,95
2024-08-30,22:00:12,4,Dubai Hospital,Dubai,Public,Friday,1,0,8,243,33.1,62.1,68.8,55,4,25,61.0,71.92857142857143,4,-0.8616928164028521,-0.5074302810827518,25.0,23.0,153.0,87.0,23.0,0,203,94
2024-08-31,11:43:51,4,Dubai Hospital,Dubai,Public,Saturday,1,0,8,244,35.1,60.2,70.6,73,7,55,64.0,67.0,5,-0.8702939222685674,-0.49253272872205434,55.0,25.0,23.0,52.0,142.0,0,204,93
2024-09-01,10:17:23,4,Dubai Hospital,Dubai,Public,Sunday,1,0,9,245,33.6,58.4,69.2,129,9,73,74.71428571428571,70.0,6,-0.8786374941610001,-0.4774894280028391,73.0,55.0,25.0,54.0,87.0,0,205,92
2024-09-02,10:48:58,4,Dubai Hospital,Dubai,Public,Monday,0,0,9,246,40.8,68.3,68.1,139,12,129,85.28571428571429,73.21428571428571,0,-0.886721063082993,-0.46230483047981086,129.0,73.0,55.0,65.0,94.0,0,206,91
2024-09-03,22:50:44,4,Dubai Hospital,Dubai,Public,Tuesday,0,0,9,247,35.4,55.5,63.2,78,8,139,74.57142857142857,73.14285714285714,1,-0.8945422369764496,-0.4469834295196741,139.0,129.0,73.0,153.0,79.0,0,207,90
2024-09-04,12:28:34,4,Dubai Hospital,Dubai,Public,Wednesday,0,0,9,248,37.6,61.7,65.1,46,4,78,77.85714285714286,71.35714285714286,2,-0.9020987014301837,-0.43152975897147144,78.0,139.0,129.0,23.0,71.0,0,208,89
2024-09-05,21:52:00,4,Dubai Hospital,Dubai,Public,Thursday,0,0,9,249,37.4,67.3,64.9,59,1,46,82.71428571428571,74.14285714285714,3,-0.9093882203647925,-0.4159483918249421,46.0,78.0,139.0,25.0,20.0,0,209,88
2024-09-06,22:51:51,4,Dubai Hospital,Dubai,Public,Friday,1,0,9,250,34.7,59.2,69.9,12,0,59,76.57142857142857,68.78571428571429,4,-0.9164086366943458,-0.4002439388573056,59.0,46.0,78.0,55.0,87.0,0,210,87
2024-09-07,10:24:58,4,Dubai Hospital,Dubai,Public,Saturday,1,0,9,251,39.1,61.5,74.3,205,17,12,95.42857142857143,79.71428571428571,5,-0.9231578729647039,-0.38442104726885545,12.0,59.0,46.0,73.0,52.0,0,211,86
2024-09-08,19:18:43,4,Dubai Hospital,Dubai,Public,Sunday,1,0,9,252,36.8,68.8,72.0,77,7,205,88.0,81.35714285714286,6,-0.9296339319682695,-0.3684843993077793,205.0,12.0,59.0,129.0,54.0,0,212,85
2024-09-09,13:49:32,4,Dubai Hospital,Dubai,Public,Monday,0,0,9,253,35.5,54.2,63.0,149,9,77,89.42857142857143,87.35714285714286,0,-0.9358348973349941,-0.35243871088460327,77.0,205.0,12.0,139.0,65.0,0,213,84
2024-09-10,13:49:24,4,Dubai Hospital,Dubai,Public,Tuesday,0,0,9,254,36.0,64.2,63.5,29,4,149,82.42857142857143,78.5,1,-0.9417589340994617,-0.33628873017668287,149.0,77.0,205.0,78.0,153.0,0,214,83
2024-09-11,20:56:44,4,Dubai Hospital,Dubai,Public,Wednesday,0,0,9,255,36.0,56.6,63.5,119,10,29,92.85714285714286,85.35714285714286,2,-0.9474042892438845,-0.32003923622313857,29.0,149.0,77.0,46.0,23.0,0,215,82
2024-09-12,01:36:18,4,Dubai Hospital,Dubai,Public,Thursday,0,0,9,256,35.9,68.2,63.3,70,8,119,94.42857142857143,88.57142857142857,3,-0.9527692922168511,-0.30369503751065885,119.0,29.0,149.0,59.0,25.0,0,216,81
2024-09-13,22:24:43,4,Dubai Hospital,Dubai,Public,Friday,1,0,9,257,39.2,59.1,74.2,12,1,70,94.42857142857143,85.5,4,-0.9578523554276669,-0.28726097055059635,70.0,119.0,29.0,12.0,55.0,0,217,80
2024-09-14,02:07:23,4,Dubai Hospital,Dubai,Public,Saturday,1,0,9,258,37.4,57.3,72.3,18,1,12,67.71428571428571,81.57142857142857,5,-0.9626519747161487,-0.2707418984477642,12.0,70.0,119.0,205.0,73.0,0,218,79
2024-09-15,19:49:26,4,Dubai Hospital,Dubai,Public,Sunday,1,0,9,259,38.3,64.0,73.2,73,7,18,67.14285714285714,77.57142857142857,6,-0.9671667297977312,-0.2541427094613622,18.0,12.0,70.0,77.0,129.0,0,219,78
2024-09-16,11:57:44,4,Dubai Hospital,Dubai,Public,Monday,0,0,9,260,36.8,63.3,64.0,36,4,73,51.0,70.21428571428571,0,-0.97139528468375,-0.23746831555846842,73.0,18.0,12.0,149.0,139.0,0,220,77
2024-09-17,14:25:47,4,Dubai Hospital,Dubai,Public,Tuesday,0,0,9,261,39.8,64.5,66.7,61,2,36,55.57142857142857,69.0,1,-0.9753363880767837,-0.2207236509605022,36.0,73.0,18.0,29.0,78.0,0,221,76
2024-09-18,13:26:59,4,Dubai Hospital,Dubai,Public,Wednesday,0,0,9,262,38.9,63.5,65.9,26,1,61,42.285714285714285,67.57142857142857,2,-0.9789888737409319,-0.20391367068311472,61.0,36.0,73.0,119.0,46.0,0,222,75
2024-09-19,12:12:47,4,Dubai Hospital,Dubai,Public,Thursday,0,0,9,263,38.3,73.9,65.3,67,7,26,41.857142857142854,68.14285714285714,3,-0.9823516608469237,-0.18704334906991657,26.0,61.0,36.0,70.0,59.0,0,223,74
2024-09-20,13:48:16,4,Dubai Hospital,Dubai,Public,Friday,1,0,9,264,41.1,56.6,75.9,110,10,67,55.857142857142854,75.14285714285714,4,-0.9854237542919524,-0.17011767832049052,67.0,26.0,61.0,12.0,12.0,0,224,73
2024-09-21,10:00:01,4,Dubai Hospital,Dubai,Public,Saturday,1,0,9,265,38.8,67.2,73.6,38,2,110,58.714285714285715,63.214285714285715,5,-0.9882042449941422,-0.15314166701312007,110.0,67.0,26.0,18.0,205.0,0,225,72
2024-09-22,11:07:03,4,Dubai Hospital,Dubai,Public,Sunday,1,0,9,266,38.7,65.7,73.5,34,2,38,53.142857142857146,60.142857142857146,6,-0.9906923101615609,-0.13612033862266704,38.0,110.0,67.0,73.0,77.0,0,226,71
2024-09-23,18:17:31,4,Dubai Hospital,Dubai,Public,Monday,0,0,9,267,37.5,66.3,64.5,97,9,34,61.857142857142854,56.42857142857143,0,-0.9928872135356962,-0.11905873003404988,34.0,38.0,110.0,36.0,149.0,0,227,70
2024-09-24,11:44:23,4,Dubai Hospital,Dubai,Public,Tuesday,0,0,9,268,41.1,62.6,67.7,52,1,97,60.57142857142857,58.07142857142857,1,-0.994788305609327,-0.10196189005174576,97.0,34.0,38.0,61.0,29.0,0,228,69
2024-09-25,11:39:42,4,Dubai Hospital,Dubai,Public,Wednesday,0,0,9,269,35.5,79.0,62.8,62,4,52,65.71428571428571,54.0,2,-0.9963950238187231,-0.08483487790576538,52.0,97.0,34.0,26.0,119.0,0,229,68
2024-09-26,19:24:34,4,Dubai Hospital,Dubai,Public,Thursday,0,0,9,270,38.1,62.5,65.0,138,8,62,75.85714285714286,58.857142857142854,3,-0.9977068927101168,-0.06768276175455162,62.0,52.0,97.0,67.0,70.0,0,230,67
2024-09-27,06:23:24,4,Dubai Hospital,Dubai,Public,Friday,1,0,9,271,33.7,62.0,68.5,80,5,138,71.57142857142857,63.714285714285715,4,-0.9987235240803972,-0.050510617185222886,138.0,62.0,52.0,110.0,12.0,0,231,66
2024-09-28,11:04:54,4,Dubai Hospital,Dubai,Public,Saturday,1,0,9,272,34.0,59.3,68.7,67,3,80,75.71428571428571,67.21428571428571,5,-0.9994446170919858,-0.033323525711631344,80.0,138.0,62.0,38.0,18.0,0,232,65
2024-09-29,10:39:42,4,Dubai Hospital,Dubai,Public,Sunday,1,0,9,273,38.0,58.4,72.7,20,3,67,73.71428571428571,63.42857142857143,6,-0.9998699583618592,-0.016126573270657762,67.0,80.0,138.0,34.0,73.0,0,233,64
2024-09-30,10:53:44,4,Dubai Hospital,Dubai,Public,Monday,0,0,9,274,35.1,49.9,62.4,28,3,20,63.857142857142854,62.857142857142854,0,-0.9999994220246925,0.001075151282798226,20.0,67.0,80.0,97.0,36.0,0,234,63
2024-10-01,18:48:56,4,Dubai Hospital,Dubai,Public,Tuesday,0,0,10,275,39.1,75.7,65.9,234,21,28,89.85714285714286,75.21428571428571,1,-0.999832969770105,0.018276557681691223,28.0,20.0,67.0,52.0,61.0,0,235,62
2024-10-02,10:50:33,4,Dubai Hospital,Dubai,Public,Wednesday,0,0,10,276,39.5,61.5,66.3,54,5,234,88.71428571428571,77.21428571428571,2,-0.9993706508539969,0.03547255575312556,234.0,28.0,20.0,62.0,26.0,0,236,61
2024-10-03,13:01:48,4,Dubai Hospital,Dubai,Public,Thursday,0,0,10,277,40.2,56.8,66.9,36,4,54,74.14285714285714,75.0,3,-0.9986126020839734,0.052658056924614005,54.0,234.0,28.0,138.0,67.0,0,237,60
2024-10-04,19:16:49,4,Dubai Hospital,Dubai,Public,Friday,1,0,10,278,36.3,74.0,71.1,122,14,36,80.14285714285714,75.85714285714286,4,-0.9975590477788613,0.06982797572987089,36.0,54.0,234.0,80.0,110.0,0,238,59
2024-10-05,13:09:02,4,Dubai Hospital,Dubai,Public,Saturday,1,0,10,279,37.3,62.7,72.1,18,3,122,73.14285714285714,74.42857142857143,5,-0.9962102997023297,0.0869772313136861,122.0,36.0,54.0,67.0,38.0,0,239,58
2024-10-06,19:27:59,4,Dubai Hospital,Dubai,Public,Sunday,1,0,10,280,35.0,70.7,69.8,98,8,18,84.28571428571429,79.0,6,-0.9945667569706337,0.1041007489354256,18.0,122.0,36.0,20.0,34.0,0,240,57
2024-10-07,11:53:44,4,Dubai Hospital,Dubai,Public,Monday,0,0,10,281,34.0,67.9,61.4,32,3,98,84.85714285714286,74.35714285714286,0,-0.9926289059345095,0.121193461470736,98.0,18.0,122.0,28.0,97.0,0,241,56
2024-10-08,11:19:34,4,Dubai Hospital,Dubai,Public,Tuesday,0,0,10,282,40.8,68.8,67.5,86,7,32,63.714285714285715,76.78571428571429,1,-0.9903973200352558,0.1382503109109819,32.0,98.0,18.0,234.0,52.0,0,242,55
2024-10-09,12:41:35,4,Dubai Hospital,Dubai,Public,Wednesday,0,0,10,283,36.0,74.4,63.3,110,6,86,71.71428571428571,80.21428571428571,2,-0.9878726596350429,0.15526624985999563,86.0,32.0,98.0,54.0,62.0,0,243,54
2024-10-10,12:34:28,4,Dubai Hospital,Dubai,Public,Thursday,0,0,10,284,37.5,59.7,64.6,50,7,110,73.71428571428571,73.92857142857143,3,-0.9850556718215013,0.172236243027682,110.0,86.0,32.0,36.0,138.0,0,244,53
2024-10-11,11:15:32,4,Dubai Hospital,Dubai,Public,Friday,1,0,10,285,41.2,59.2,76.0,33,5,50,61.0,70.57142857142857,4,-0.981947190186646,0.18915526872004093,50.0,110.0,86.0,122.0,80.0,0,245,52
2024-10-12,18:41:36,4,Dubai Hospital,Dubai,Public,Saturday,1,0,10,286,37.2,59.8,72.1,180,20,33,84.14285714285714,78.64285714285714,5,-0.9785481345802031,0.20601832032517084,33.0,50.0,110.0,18.0,67.0,0,246,51
2024-10-13,10:02:06,4,Dubai Hospital,Dubai,Public,Sunday,1,0,10,287,41.1,73.8,76.0,79,4,180,81.42857142857143,82.85714285714286,6,-0.9748595108374125,0.22282040779479959,180.0,33.0,50.0,98.0,20.0,0,247,50
2024-10-14,12:24:29,4,Dubai Hospital,Dubai,Public,Monday,0,0,10,288,40.0,57.6,66.9,23,0,79,80.14285714285714,82.5,0,-0.9708824104813836,0.23955655912092708,79.0,180.0,33.0,32.0,28.0,0,248,49
2024-10-15,18:20:51,4,Dubai Hospital,Dubai,Public,Tuesday,0,0,10,289,38.5,58.3,65.6,14,1,23,69.85714285714286,66.78571428571429,1,-0.9666180104000972,0.2562218218071163,23.0,79.0,180.0,86.0,234.0,0,249,48
2024-10-16,11:38:01,4,Dubai Hospital,Dubai,Public,Wednesday,0,0,10,290,39.7,64.2,66.7,65,5,14,63.42857142857143,67.57142857142857,2,-0.9620675724981452,0.27281126433401914,14.0,23.0,79.0,110.0,54.0,0,250,47
2024-10-17,18:27:50,4,Dubai Hospital,Dubai,Public,Thursday,0,0,10,291,39.2,58.8,66.3,18,2,65,58.857142857142854,66.28571428571429,3,-0.957232443323312,0.28931997761869527,65.0,14.0,23.0,50.0,36.0,0,251,46
2024-10-18,12:13:18,4,Dubai Hospital,Dubai,Public,Friday,1,0,10,292,39.6,70.4,74.7,57,5,18,62.285714285714285,61.642857142857146,4,-0.9521140536681102,0.3057430764672831,18.0,65.0,14.0,33.0,122.0,0,252,45
2024-10-19,12:45:15,4,Dubai Hospital,Dubai,Public,Saturday,1,0,10,293,37.3,58.3,72.4,122,3,57,54.0,69.07142857142857,5,-0.9467139181463862,0.3220757010206104,57.0,18.0,65.0,180.0,18.0,0,253,44
2024-10-20,21:10:52,4,Dubai Hospital,Dubai,Public,Sunday,1,0,10,294,40.1,63.9,75.2,93,6,122,56.0,68.71428571428571,6,-0.9410336347451197,0.3383130181923076,122.0,57.0,18.0,79.0,98.0,0,254,43
2024-10-21,10:48:00,4,Dubai Hospital,Dubai,Public,Monday,0,0,10,295,43.0,66.7,69.8,119,15,93,69.71428571428571,74.92857142857143,0,-0.9350748843515574,0.3544502230989869,93.0,122.0,57.0,23.0,32.0,0,255,42
2024-10-22,13:30:15,4,Dubai Hospital,Dubai,Public,Tuesday,0,0,10,296,40.4,74.0,67.5,73,6,119,78.14285714285714,74.0,1,-0.9288394302558068,0.3704825404820963,119.0,93.0,122.0,14.0,86.0,0,256,41
2024-10-23,05:13:30,4,Dubai Hospital,Dubai,Public,Wednesday,0,0,10,297,40.5,79.5,67.6,48,3,73,75.71428571428571,69.57142857142857,2,-0.9223291176290545,0.3864052261209853,73.0,119.0,93.0,65.0,110.0,0,257,40
2024-10-24,12:44:13,4,Dubai Hospital,Dubai,Public,Thursday,0,0,10,298,43.0,51.2,69.8,69,7,48,83.0,70.92857142857143,3,-0.9155458729775467,0.40221356823680365,48.0,73.0,119.0,18.0,50.0,0,258,39
2024-10-25,18:58:19,4,Dubai Hospital,Dubai,Public,Friday,1,0,10,299,38.7,61.7,74.0,45,5,69,81.28571428571429,71.78571428571429,4,-0.9084917035725082,0.41790288888678667,69.0,48.0,73.0,57.0,33.0,0,259,38
2024-10-26,19:43:43,4,Dubai Hospital,Dubai,Public,Saturday,1,0,10,300,38.5,69.8,73.9,80,16,45,75.28571428571429,64.64285714285714,5,-0.9011686968561569,0.4334685453485363,45.0,69.0,48.0,122.0,180.0,0,260,37
2024-10-27,10:59:44,4,Dubai Hospital,Dubai,Public,Sunday,1,0,10,301,37.5,64.1,72.9,177,11,80,87.28571428571429,71.64285714285714,6,-0.8935790198239952,0.4489059314938798,80.0,45.0,69.0,93.0,79.0,0,261,36
2024-10-28,11:39:46,4,Dubai Hospital,Dubai,Public,Monday,0,0,10,302,37.4,66.9,65.1,67,8,177,79.85714285714286,74.78571428571429,0,-0.8857249183835637,0.4642104791518923,177.0,80.0,45.0,119.0,23.0,0,262,35
2024-10-29,11:20:26,4,Dubai Hospital,Dubai,Public,Tuesday,0,0,10,303,36.7,59.3,64.5,19,1,67,72.14285714285714,75.14285714285714,1,-0.8776087166898392,0.4793776594606945,67.0,177.0,80.0,73.0,14.0,0,263,34
2024-10-30,18:36:29,4,Dubai Hospital,Dubai,Public,Wednesday,0,0,10,304,38.3,67.4,66.0,197,12,19,93.42857142857143,84.57142857142857,2,-0.8692328164574792,0.49440298420761813,19.0,67.0,177.0,48.0,65.0,0,264,33
2024-10-31,07:50:49,4,Dubai Hospital,Dubai,Public,Thursday,0,0,10,305,39.2,73.5,66.8,123,10,197,101.14285714285714,92.07142857142857,3,-0.8605996962501181,0.5092820071573356,197.0,19.0,67.0,69.0,18.0,0,265,32
2024-11-01,13:49:46,4,Dubai Hospital,Dubai,Public,Friday,1,0,11,306,37.3,60.3,73.0,59,6,123,103.14285714285714,92.21428571428571,4,-0.8517119107469189,0.5240103253675756,123.0,197.0,19.0,45.0,57.0,0,266,31
2024-11-02,11:17:35,4,Dubai Hospital,Dubai,Public,Saturday,1,0,11,307,37.8,72.2,73.6,73,9,59,102.14285714285714,88.71428571428571,5,-0.8425720899866032,0.5385835804920232,59.0,123.0,197.0,80.0,122.0,0,267,30
2024-11-03,19:15:36,4,Dubai Hospital,Dubai,Public,Sunday,1,0,11,308,38.9,58.4,74.7,82,8,73,88.57142857142857,87.92857142857143,6,-0.8331829385891785,0.5529974600700271,73.0,59.0,123.0,177.0,93.0,0,268,29
2024-11-04,22:28:44,4,Dubai Hospital,Dubai,Public,Monday,0,0,11,309,37.7,56.4,65.7,24,1,82,82.42857142857143,81.14285714285714,0,-0.8235472349556007,0.5672476988027229,82.0,73.0,59.0,67.0,119.0,0,269,28
